"","Notes","State","State.Code","Age.of.Mother.9","Age.of.Mother.9.Code","Mother.s.Single.Race.6","Mother.s.Single.Race.6.Code","Year.of.Death","Year.of.Death.Code","Month","Month.Code","Deaths","Births","Death.Rate"
"483","","Pennsylvania",42,"20-24 years","20-24","White","2106-3",2022,2022,"July",7,12,1224,"9.80 (Unreliable)"
"484","","Florida",12,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"July",7,12,1218,"9.85 (Unreliable)"
"485","","Michigan",26,"20-24 years","20-24","White","2106-3",2022,2022,"May",5,10,1014,"9.86 (Unreliable)"
"486","","Florida",12,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"April",4,10,1012,"9.88 (Unreliable)"
"487","","Ohio",39,"20-24 years","20-24","White","2106-3",2022,2022,"May",5,15,1506,"9.96 (Unreliable)"
"488","","Arizona",4,"20-24 years","20-24","White","2106-3",2022,2022,"December",12,11,1104,"9.96 (Unreliable)"
"489","","Georgia",13,"20-24 years","20-24","White","2106-3",2021,2021,"October",10,12,1202,"9.98 (Unreliable)"
"490","","Georgia",13,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"October",10,10,989,"10.11 (Unreliable)"
"491","","Texas",48,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"December",12,13,1278,"10.17 (Unreliable)"
"492","","Georgia",13,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"December",12,11,1080,"10.19 (Unreliable)"
"493","","Texas",48,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"July",7,13,1263,"10.29 (Unreliable)"
"494","","Florida",12,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"November",11,13,1260,"10.32 (Unreliable)"
"495","","Florida",12,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"September",9,14,1353,"10.35 (Unreliable)"
"496","","Tennessee",47,"20-24 years","20-24","White","2106-3",2021,2021,"January",1,11,1059,"10.39 (Unreliable)"
"497","","Texas",48,"15-19 years","15-19","White","2106-3",2021,2021,"November",11,15,1443,"10.40 (Unreliable)"
"498","","North Carolina",37,"20-24 years","20-24","White","2106-3",2021,2021,"January",1,12,1149,"10.44 (Unreliable)"
"499","","Indiana",18,"20-24 years","20-24","White","2106-3",2021,2021,"March",3,11,1053,"10.45 (Unreliable)"
"500","","Indiana",18,"20-24 years","20-24","White","2106-3",2022,2022,"June",6,13,1243,"10.46 (Unreliable)"
"501","","Florida",12,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"December",12,10,955,"10.47 (Unreliable)"
"502","","Michigan",26,"20-24 years","20-24","White","2106-3",2022,2022,"June",6,11,1049,"10.49 (Unreliable)"
"503","","Georgia",13,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"July",7,10,951,"10.52 (Unreliable)"
"504","","Florida",12,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"December",12,14,1327,"10.55 (Unreliable)"
"505","","Georgia",13,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"June",6,10,947,"10.56 (Unreliable)"
"506","","Missouri",29,"20-24 years","20-24","White","2106-3",2022,2022,"June",6,10,946,"10.57 (Unreliable)"
"507","","Florida",12,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"May",5,11,1039,"10.59 (Unreliable)"
"508","","Georgia",13,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"March",3,11,1036,"10.62 (Unreliable)"
"509","","Florida",12,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"July",7,12,1129,"10.63 (Unreliable)"
"510","","Kentucky",21,"25-29 years","25-29","White","2106-3",2021,2021,"January",1,12,1124,"10.68 (Unreliable)"
"511","","Georgia",13,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"August",8,12,1121,"10.70 (Unreliable)"
"512","","New York",36,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"May",5,10,929,"10.76 (Unreliable)"
"513","","Texas",48,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"January",1,10,926,"10.80 (Unreliable)"
"514","","Florida",12,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"July",7,10,924,"10.82 (Unreliable)"
"515","","Florida",12,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"December",12,14,1287,"10.88 (Unreliable)"
"516","","Florida",12,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"September",9,13,1194,"10.89 (Unreliable)"
"517","","Texas",48,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"June",6,13,1193,"10.90 (Unreliable)"
"518","","Georgia",13,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"February",2,11,1007,"10.92 (Unreliable)"
"519","","New York",36,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"December",12,11,1003,"10.97 (Unreliable)"
"520","","Pennsylvania",42,"20-24 years","20-24","White","2106-3",2022,2022,"November",11,13,1185,"10.97 (Unreliable)"
"521","","Tennessee",47,"20-24 years","20-24","White","2106-3",2022,2022,"January",1,12,1092,"10.99 (Unreliable)"
"522","","Florida",12,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"October",10,11,999,"11.01 (Unreliable)"
"523","","Texas",48,"15-19 years","15-19","White","2106-3",2022,2022,"April",4,14,1263,"11.08 (Unreliable)"
"524","","Kentucky",21,"20-24 years","20-24","White","2106-3",2022,2022,"October",10,10,901,"11.10 (Unreliable)"
"525","","Texas",48,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"April",4,11,990,"11.11 (Unreliable)"
"526","","Texas",48,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"January",1,12,1077,"11.14 (Unreliable)"
"527","","Pennsylvania",42,"20-24 years","20-24","White","2106-3",2022,2022,"February",2,12,1074,"11.17 (Unreliable)"
"528","","California",6,"15-19 years","15-19","White","2106-3",2021,2021,"December",12,10,893,"11.20 (Unreliable)"
"529","","Georgia",13,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"September",9,11,981,"11.21 (Unreliable)"
"530","","Texas",48,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"April",4,12,1070,"11.21 (Unreliable)"
"531","","Georgia",13,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"October",10,10,891,"11.22 (Unreliable)"
"532","","Florida",12,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"November",11,14,1245,"11.24 (Unreliable)"
"533","","Texas",48,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"November",11,11,976,"11.27 (Unreliable)"
"534","","Florida",12,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"June",6,13,1152,"11.28 (Unreliable)"
"535","","Kentucky",21,"20-24 years","20-24","White","2106-3",2021,2021,"April",4,10,883,"11.33 (Unreliable)"
"536","","Ohio",39,"20-24 years","20-24","White","2106-3",2021,2021,"January",1,17,1488,"11.42 (Unreliable)"
"537","","Illinois",17,"20-24 years","20-24","White","2106-3",2021,2021,"March",3,13,1135,"11.45 (Unreliable)"
"538","","Florida",12,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"October",10,14,1222,"11.46 (Unreliable)"
"539","","New York",36,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"December",12,12,1047,"11.46 (Unreliable)"
"540","","New York",36,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"July",7,11,953,"11.54 (Unreliable)"
"541","","Texas",48,"15-19 years","15-19","White","2106-3",2022,2022,"October",10,18,1554,"11.58 (Unreliable)"
"542","","Texas",48,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"June",6,11,947,"11.62 (Unreliable)"
"543","","Texas",48,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"October",10,11,946,"11.63 (Unreliable)"
"544","","Texas",48,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"March",3,11,946,"11.63 (Unreliable)"
"545","","Florida",12,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"April",4,13,1116,"11.65 (Unreliable)"
"546","","Texas",48,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"January",1,14,1194,"11.73 (Unreliable)"
"547","","Georgia",13,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"July",7,11,936,"11.75 (Unreliable)"
"548","","Georgia",13,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"December",12,11,935,"11.76 (Unreliable)"
"549","","Washington",53,"20-24 years","20-24","White","2106-3",2021,2021,"May",5,10,842,"11.88 (Unreliable)"
"550","","Florida",12,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"June",6,14,1178,"11.88 (Unreliable)"
"551","","Tennessee",47,"20-24 years","20-24","White","2106-3",2021,2021,"March",3,13,1090,"11.93 (Unreliable)"
"552","","Ohio",39,"20-24 years","20-24","White","2106-3",2021,2021,"May",5,19,1585,"11.99 (Unreliable)"
"553","","Texas",48,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"December",12,13,1081,"12.03 (Unreliable)"
"554","","Texas",48,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"December",12,16,1329,"12.04 (Unreliable)"
"555","","Georgia",13,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"December",12,11,911,"12.07 (Unreliable)"
"556","","Georgia",13,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"September",9,11,903,"12.18 (Unreliable)"
"557","","Georgia",13,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"December",12,11,900,"12.22 (Unreliable)"
"558","","Florida",12,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"May",5,10,817,"12.24 (Unreliable)"
"559","","Tennessee",47,"20-24 years","20-24","White","2106-3",2021,2021,"February",2,12,975,"12.31 (Unreliable)"
"560","","Texas",48,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"April",4,11,884,"12.44 (Unreliable)"
"561","","Texas",48,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"March",3,14,1124,"12.46 (Unreliable)"
"562","","Utah",49,"30-34 years","30-34","White","2106-3",2021,2021,"April",4,12,962,"12.47 (Unreliable)"
"563","","New York",36,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"November",11,12,952,"12.61 (Unreliable)"
"564","","Texas",48,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"September",9,13,1027,"12.66 (Unreliable)"
"565","","Texas",48,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"October",10,15,1182,"12.69 (Unreliable)"
"566","","Texas",48,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"January",1,13,1018,"12.77 (Unreliable)"
"567","","Georgia",13,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"February",2,10,783,"12.77 (Unreliable)"
"568","","Florida",12,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"May",5,14,1096,"12.77 (Unreliable)"
"569","","Texas",48,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"March",3,15,1168,"12.84 (Unreliable)"
"570","","Florida",12,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"August",8,16,1242,"12.88 (Unreliable)"
"571","","Georgia",13,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"October",10,14,1085,"12.90 (Unreliable)"
"572","","Florida",12,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"May",5,13,1003,"12.96 (Unreliable)"
"573","","Florida",12,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"September",9,11,848,"12.97 (Unreliable)"
"574","","Georgia",13,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"July",7,11,848,"12.97 (Unreliable)"
"575","","Georgia",13,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"February",2,10,770,"12.99 (Unreliable)"
"576","","Georgia",13,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"September",9,12,918,"13.07 (Unreliable)"
"577","","Illinois",17,"20-24 years","20-24","White","2106-3",2021,2021,"May",5,15,1146,"13.09 (Unreliable)"
"578","","Texas",48,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"October",10,15,1134,"13.23 (Unreliable)"
"579","","Florida",12,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"July",7,17,1285,"13.23 (Unreliable)"
"580","","Arizona",4,"25-29 years","25-29","White","2106-3",2022,2022,"May",5,19,1433,"13.26 (Unreliable)"
"581","","Georgia",13,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"April",4,10,751,"13.32 (Unreliable)"
"582","","Texas",48,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"April",4,12,898,"13.36 (Unreliable)"
"583","","Texas",48,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"January",1,13,972,"13.37 (Unreliable)"
"584","","Georgia",13,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"March",3,14,1046,"13.38 (Unreliable)"
"585","","North Carolina",37,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"August",8,11,820,"13.41 (Unreliable)"
"586","","Texas",48,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"April",4,12,889,"13.50 (Unreliable)"
"587","","Florida",12,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"August",8,13,957,"13.58 (Unreliable)"
"588","","Texas",48,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"March",3,17,1249,"13.61 (Unreliable)"
"589","","Georgia",13,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"May",5,13,954,"13.63 (Unreliable)"
"590","","Missouri",29,"20-24 years","20-24","White","2106-3",2022,2022,"February",2,11,802,"13.72 (Unreliable)"
"591","","Georgia",13,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"April",4,11,800,"13.75 (Unreliable)"
"592","","Colorado",8,"20-24 years","20-24","White","2106-3",2021,2021,"July",7,10,722,"13.85 (Unreliable)"
"593","","Florida",12,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"May",5,16,1142,"14.01 (Unreliable)"
"594","","North Carolina",37,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"January",1,11,780,"14.10 (Unreliable)"
"595","","Oklahoma",40,"20-24 years","20-24","White","2106-3",2021,2021,"May",5,10,708,"14.12 (Unreliable)"
"596","","New York",36,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"January",1,11,774,"14.21 (Unreliable)"
"597","","Florida",12,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"October",10,17,1196,"14.21 (Unreliable)"
"598","","Florida",12,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"January",1,16,1110,"14.41 (Unreliable)"
"599","","Texas",48,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"May",5,14,969,"14.45 (Unreliable)"
"600","","Texas",48,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"April",4,16,1106,"14.47 (Unreliable)"
"601","","Georgia",13,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"April",4,11,759,"14.49 (Unreliable)"
"602","","North Carolina",37,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"July",7,10,688,"14.53 (Unreliable)"
"603","","Nevada",32,"25-29 years","25-29","White","2106-3",2021,2021,"August",8,10,687,"14.56 (Unreliable)"
"604","","Florida",12,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"June",6,12,822,"14.60 (Unreliable)"
"605","","North Carolina",37,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"June",6,11,748,"14.71 (Unreliable)"
"606","","Florida",12,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"December",12,19,1279,"14.86 (Unreliable)"
"607","","Georgia",13,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"October",10,12,805,"14.91 (Unreliable)"
"608","","Texas",48,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"July",7,16,1048,"15.27 (Unreliable)"
"609","","Florida",12,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"December",12,14,916,"15.28 (Unreliable)"
"610","","Tennessee",47,"20-24 years","20-24","White","2106-3",2022,2022,"June",6,16,1012,"15.81 (Unreliable)"
"611","","Florida",12,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"July",7,20,1263,"15.84"
"612","","Georgia",13,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"March",3,14,876,"15.98 (Unreliable)"
"613","","Texas",48,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"May",5,14,863,"16.22 (Unreliable)"
"614","","Georgia",13,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"May",5,12,734,"16.35 (Unreliable)"
"615","","North Carolina",37,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"August",8,12,733,"16.37 (Unreliable)"
"616","","Florida",12,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"August",8,15,912,"16.45 (Unreliable)"
"617","","Florida",12,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"November",11,15,909,"16.50 (Unreliable)"
"618","","North Carolina",37,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"May",5,10,606,"16.50 (Unreliable)"
"619","","Florida",12,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"February",2,19,1146,"16.58 (Unreliable)"
"620","","Texas",48,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"February",2,18,1084,"16.61 (Unreliable)"
"621","","Washington",53,"20-24 years","20-24","White","2106-3",2022,2022,"May",5,13,779,"16.69 (Unreliable)"
"622","","Georgia",13,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"February",2,16,956,"16.74 (Unreliable)"
"623","","North Carolina",37,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"August",8,12,708,"16.95 (Unreliable)"
"624","","North Carolina",37,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"May",5,10,590,"16.95 (Unreliable)"
"625","","Louisiana",22,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"March",3,10,589,"16.98 (Unreliable)"
"626","","Texas",48,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"February",2,15,881,"17.03 (Unreliable)"
"627","","North Carolina",37,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"August",8,11,623,"17.66 (Unreliable)"
"628","","Ohio",39,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"July",7,10,553,"18.08 (Unreliable)"
"629","","California",6,"15-19 years","15-19","White","2106-3",2021,2021,"November",11,16,875,"18.29 (Unreliable)"
"630","","Florida",12,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"November",11,17,922,"18.44 (Unreliable)"
"631","","North Carolina",37,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"March",3,14,756,"18.52 (Unreliable)"
"632","","Louisiana",22,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"September",9,10,508,"19.69 (Unreliable)"
"633","","North Carolina",37,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"October",10,13,657,"19.79 (Unreliable)"
"634","","North Carolina",37,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"April",4,13,655,"19.85 (Unreliable)"
"635","","Illinois",17,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"March",3,11,549,"20.04 (Unreliable)"
"636","","Florida",12,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"October",10,17,847,"20.07 (Unreliable)"
"637","","Maryland",24,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"October",10,11,543,"20.26 (Unreliable)"
"638","","Georgia",13,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"May",5,18,879,"20.48 (Unreliable)"
"639","","Ohio",39,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"December",12,10,484,"20.66 (Unreliable)"
"640","","Virginia",51,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"October",10,10,480,"20.83 (Unreliable)"
"641","","North Carolina",37,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"October",10,13,615,"21.14 (Unreliable)"
"642","","Ohio",39,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"June",6,10,466,"21.46 (Unreliable)"
"643","","Michigan",26,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"August",8,12,554,"21.66 (Unreliable)"
"644","","Ohio",39,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"May",5,10,455,"21.98 (Unreliable)"
"645","","Louisiana",22,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"May",5,11,497,"22.13 (Unreliable)"
"646","","Ohio",39,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"May",5,11,496,"22.18 (Unreliable)"
"647","","Virginia",51,"25-29 years","25-29","Black or African American","2054-5",2022,2022,"May",5,10,447,"22.37 (Unreliable)"
"648","","Michigan",26,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"June",6,10,428,"23.36 (Unreliable)"
"649","","Michigan",26,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"July",7,10,407,"24.57 (Unreliable)"
"650","","South Carolina",45,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"November",11,10,384,"26.04 (Unreliable)"
"651","","Illinois",17,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"January",1,14,532,"26.32 (Unreliable)"
"652","","Mississippi",28,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"June",6,10,369,"27.10 (Unreliable)"
"653","","Virginia",51,"30-34 years","30-34","Black or African American","2054-5",2022,2022,"January",1,11,402,"27.36 (Unreliable)"
"654","","Mississippi",28,"20-24 years","20-24","Black or African American","2054-5",2022,2022,"July",7,10,365,"27.40 (Unreliable)"
"655","","Illinois",17,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"March",3,12,431,"27.84 (Unreliable)"
"656","","Michigan",26,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"November",11,10,358,"27.93 (Unreliable)"
"657","","Michigan",26,"25-29 years","25-29","Black or African American","2054-5",2021,2021,"February",2,14,455,"30.77 (Unreliable)"
"658","","Mississippi",28,"20-24 years","20-24","Black or African American","2054-5",2021,2021,"September",9,13,403,"32.26 (Unreliable)"
"659","","Ohio",39,"30-34 years","30-34","Black or African American","2054-5",2021,2021,"February",2,13,392,"33.16 (Unreliable)"
"660","---","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"661","Dataset: Linked Birth / Infant Death Records, 2017-2022 Expanded","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"662","Query Parameters:","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"663","Age of Mother 9: Under 15 years; 15-19 years; 20-24 years; 25-29 years; 30-34 years","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"664","Mother's Single Race 6: American Indian or Alaska Native; Asian; Black or African American; Native Hawaiian or Other Pacific","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"665","Islander; White; More than one race; Unknown or Not Stated","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"666","Year of Death: 2021; 2022","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"667","Group By: State; Age of Mother 9; Mother's Single Race 6; Year of Death; Month","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"668","Show Totals: Disabled","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"669","Show Zero Values: False","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"670","Show Suppressed: False","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"671","Calculate Rates Per: 1,000","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"672","---","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"673","Help: See http://wonder.cdc.gov/wonder/help/lbd-expanded.html for more information.","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"674","---","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"675","Query Date: Nov 17, 2024 7:22:08 PM","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"676","---","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"677","Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"678","System, Linked Birth / Infant Deaths on CDC WONDER Online Database. Data are from the Linked Birth / Infant Deaths Records","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"679","2017-2022, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"680","Program. Accessed at http://wonder.cdc.gov/lbd-current-expanded.html on Nov 17, 2024 7:22:08 PM","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"681","---","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"682","Messages:","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"683","1. Totals are not available for these results due to suppression constraints. More Information:","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"684","http://wonder.cdc.gov/wonder/help/faq.html#Privacy.","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"685","2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows.","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"686","3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows.","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"687","---","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"688","Caveats:","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"689","1. 'Suppressed' appears instead of death, birth, and rate values when the death value represents 1-9 sub-national events. This","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"690","is because the data do not meet the criteria for confidentiality constraints. More information:","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"691","http://wonder.cdc.gov/wonder/help/lbd-expanded.html#Assurance of Confidentiality.","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"692","2. 'Unreliable' appears for rates when there are fewer than 20 deaths in the numerator. This is because the figure does not meet","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"693","the NCHS standard of reliability or precision. More information: http://wonder.cdc.gov/wonder/help/lbd-expanded.html#Unreliable.","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"694","3. Infant deaths are weighted so numbers may not exactly add to totals due to rounding. More information:","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"695","http://wonder.cdc.gov/wonder/help/lbd-expanded.html#WeightFactors-Totals.","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"696","4. Note that there may be slight differences in the number of infant deaths when comparing the Linked Birth / Death Records to","",NA,"","","","",NA,NA,"",NA,NA,NA,""
"697","the other vital statistics. More information: http://wonder.cdc.gov/wonder/help/lbd-expanded.html#Weight Factors.","",NA,"","","","",NA,NA,"",NA,NA,NA,""
